closest_distance_km,relative_velocity_km_s,altitude_difference_km,time_to_closest_sec,priority_difference,collision_risk
18.202,8.102,13.465,2724,5,0
16.468,7.009,49.841,2405,2,0
16.911,6.931,28.279,2699,1,0
7.074,7.524,2.568,2702,0,0
13.354,7.693,7.854,1341,1,0
10.331,5.169,30.597,1362,0,0
8.586,10.109,47.671,1027,2,0
4.591,8.898,13.777,2115,2,1
13.168,7.814,28.926,1165,4,0
15.88,11.367,23.503,1859,2,0
10.496,8.269,23.434,1203,8,0
12.631,8.726,14.114,1027,3,0
19.288,7.455,23.799,2066,4,0
16.146,10.885,35.258,2627,2,0
10.858,2.456,0.349,2957,1,0
4.023,7.519,16.013,1498,8,0
10.273,10.367,44.48,1434,4,0
8.897,7.73,17.019,1352,6,0
16.502,7.072,7.454,1924,4,1
8.688,9.387,24.436,560,3,0
1.606,7.714,0.574,3088,1,1
10.552,7.315,0.281,2613,0,0
12.688,4.356,21.277,2086,0,0
9.928,8.158,33.077,744,6,0
16.284,5.826,2.852,1292,1,0
7.526,6.701,14.967,2147,0,0
15.725,5.79,25.991,2493,4,0
18.66,4.028,27.864,956,1,0
9.091,7.388,27.935,1532,1,0
3.385,9.257,37.566,626,3,0
10.196,9.418,1.984,2577,3,0
13.635,7.892,7.816,2722,2,0
8.994,9.525,9.853,399,0,0
15.313,8.151,17.365,1203,2,0
14.207,7.231,7.647,2190,3,0
9.279,7.717,17.714,1562,2,0
14.673,7.253,38.149,2074,1,0
8.363,9.964,26.517,1003,3,0
11.52,9.579,17.683,1840,2,0
4.675,9.931,6.638,446,0,0
13.51,7.499,22.767,995,0,0
5.339,7.719,17.532,1345,3,0
13.942,8.286,24.872,657,1,0
4.754,7.683,33.195,2332,1,0
10.339,9.862,44.94,610,4,1
11.577,8.173,4.154,2213,0,0
3.532,7.71,36.913,777,2,0
5.295,9.482,22.9,2149,2,1
9.973,6.909,43.148,1867,3,1
10.827,10.13,26.824,2663,2,0
15.699,7.314,17.963,2245,1,0
5.759,7.883,0.73,1013,2,0
13.794,8.843,23.068,438,4,0
9.842,6.368,21.282,2162,0,0
17.085,9.11,7.051,2221,1,0
13.855,7.559,25.606,606,2,0
8.782,5.493,12.879,2463,3,0
11.577,7.479,38.39,1172,0,0
16.132,7.525,10.863,2140,1,0
5.717,11.023,10.664,1083,1,0
11.733,7.295,22.205,1968,6,0
8.934,8.15,16.309,1455,6,0
5.741,7.39,7.536,2183,0,0
11.344,6.445,18.025,2423,0,0
14.215,8.953,1.218,2117,2,0
8.869,6.465,28.879,3052,0,0
10.099,9.994,21.274,2015,1,0
18.127,7.303,31.846,1159,2,0
8.559,4.337,6.723,1165,4,0
6.521,9.29,18.863,189,4,0
16.216,6.48,7.088,2533,0,0
5.855,5.251,6.061,1340,4,0
7.679,9.442,23.429,789,2,0
14.973,10.284,1.836,1096,0,0
4.877,10.327,5.449,1266,1,1
14.99,7.879,10.587,1351,2,0
10.304,6.993,26.48,989,3,0
5.653,9.263,12.312,2604,0,0
0.887,10.799,46.67,974,1,0
13.993,8.167,8.786,2344,1,0
10.482,4.333,6.176,947,1,1
13.652,8.17,17.558,1172,3,0
11.84,10.936,29.478,725,4,0
3.246,6.331,6.359,732,0,0
11.655,4.365,15.451,2500,2,0
10.409,6.475,8.881,2349,2,0
10.537,6.599,5.029,1848,3,0
14.305,4.252,26.013,1763,0,0
7.07,3.88,37.219,1519,4,0
11.904,8.483,10.99,933,0,0
12.848,5.234,8.411,1472,0,0
17.756,11.832,21.547,1913,1,0
14.929,5.585,34.955,1282,1,0
11.017,8.354,27.242,1186,1,0
6.772,3.631,15.82,312,3,0
2.972,4.021,4.538,2047,2,0
8.728,8.097,21.305,755,1,0
9.313,6.847,22.678,1181,2,0
15.693,3.145,1.067,2106,0,0
10.514,7.739,1.932,2597,8,0
9.709,7.611,16.636,352,1,0
12.451,7.282,26.245,1954,0,0
11.644,11.855,27.53,2803,1,0
9.867,5.932,39.719,2230,1,0
4.473,6.69,18.011,712,0,0
12.066,8.641,32.506,2260,10,0
4.359,7.5,16.269,1905,1,0
9.189,6.803,53.245,2705,1,0
15.117,4.698,34.835,1769,0,0
13.177,10.405,34.965,2201,1,0
11.623,7.754,33.498,2485,2,0
18.769,7.842,1.159,1901,0,0
6.828,5.732,34.665,1273,2,0
10.398,6.281,34.114,835,1,0
3.891,8.18,21.682,1046,5,0
7.464,4.985,3.747,1810,0,0
14.178,5.726,15.331,1801,0,0
8.218,10.605,14.892,1178,1,0
12.462,8.153,14.509,701,2,0
17.787,8.427,11.32,734,2,0
15.823,6.417,33.013,2963,0,0
15.991,5.254,4.843,746,5,0
1.539,7.098,42.363,489,7,1
4.343,9.753,22.76,518,0,0
12.224,6.63,24.507,2620,0,0
14.308,7.724,12.48,1202,0,0
3.947,9.451,33.46,1770,1,0
3.403,6.083,38.998,1327,3,0
11.302,5.26,34.725,1429,4,0
6.548,9.707,2.041,1052,1,0
4.321,7.035,38.941,3057,2,0
8.401,9.371,26.695,850,7,0
3.487,6.002,12.121,968,8,0
12.798,7.276,19.145,1514,3,0
13.27,8.376,12.098,3064,0,0
11.265,5.324,13.09,1473,0,0
11.246,5.127,29.671,2912,0,0
16.829,5.91,0.727,2215,0,0
12.414,7.589,1.954,1899,0,0
9.084,6.853,8.788,2494,1,0
11.188,4.867,17.852,495,3,0
9.912,9.255,5.104,1563,0,0
8.945,10.766,34.053,1236,0,0
13.166,4.109,7.557,2590,0,0
8.162,7.758,16.715,1519,3,0
7.762,8.922,20.516,2440,1,0
12.62,9.481,33.118,257,1,0
9.301,5.662,11.652,1737,8,0
12.176,11.947,2.547,1868,4,0
10.062,5.364,23.185,553,4,0
6.473,6.908,20.474,1802,2,0
2.211,6.786,17.266,3337,0,0
8.552,6.116,2.272,1319,0,0
13.828,7.745,32.343,3115,3,0
9.068,6.948,14.614,2356,0,0
10.158,8.365,12.817,2247,2,0
9.147,6.583,22.07,512,1,0
12.304,9.837,11.864,1195,0,0
10.107,7.731,13.809,2913,5,0
12.698,8.514,0.535,1692,2,0
4.372,8.749,25.768,2274,3,0
12.502,7.962,21.051,2426,1,0
11.089,5.405,7.192,601,3,0
12.085,7.067,15.524,2946,8,0
13.73,6.298,30.298,2028,2,0
6.421,5.443,7.921,1003,0,0
11.572,6.578,26.006,2482,1,0
4.359,7.226,2.673,1333,8,1
16.929,6.396,24.637,1143,9,0
6.878,9.275,33.126,1511,4,0
10.734,6.253,20.785,3136,0,0
10.901,9.345,14.907,339,1,0
5.813,9.42,35.952,2381,6,0
2.658,11.246,1.957,572,2,1
2.489,8.243,9.309,1664,2,0
15.786,8.01,2.073,1962,1,1
9.66,7.429,10.499,1251,5,0
9.509,6.009,11.076,709,3,0
7.059,8.024,14.906,1114,5,0
7.323,8.675,13.638,1868,3,0
11.784,8.607,3.723,715,0,0
1.811,6.978,4.416,1294,2,0
14.23,7.93,2.647,3252,0,0
13.78,8.1,23.586,1595,2,0
7.51,5.883,25.223,3185,1,0
9.39,6.86,32.594,1949,6,0
13.639,8.301,31.911,1203,1,0
12.535,4.549,26.908,2127,3,0
7.395,7.888,7.853,1458,2,0
6.642,9.785,46.232,1923,1,0
10.877,6.904,5.954,1899,0,0
6.593,6.404,29.144,2149,0,0
16.819,8.019,3.375,1688,3,0
7.734,5.824,12.082,1039,2,0
7.163,10.149,28.793,1736,1,0
4.964,8.142,28.669,2442,6,1
4.767,12.342,39.583,294,3,0
5.702,8.844,38.281,332,1,0
16.711,8.648,40.308,2980,2,0
13.943,4.204,53.892,855,0,0
15.417,8.228,16.111,1704,0,0
15.077,7.657,42.238,767,0,0
14.518,5.793,34.216,2626,0,0
10.077,6.815,18.658,3194,2,0
12.474,7.675,19.595,1808,2,0
8.156,7.93,21.282,3164,1,0
8.901,5.552,18.442,2373,1,0
11.639,4.674,51.712,3109,1,0
5.737,8.981,4.863,870,3,0
16.604,11.261,38.019,1365,1,0
10.332,3.508,18.674,2995,3,0
19.56,3.948,6.205,2259,2,0
6.474,7.566,21.487,1097,0,0
12.438,7.365,35.328,2910,6,0
14.641,4.732,12.432,1191,7,0
14.843,7.648,26.933,1063,2,0
14.022,6.621,30.099,2025,1,0
14.274,4.916,1.088,1630,3,0
9.247,7.622,46.355,889,1,0
4.256,9.681,14.86,1473,0,0
3.596,9.052,4.344,2118,0,1
12.39,7.538,5.163,2336,1,0
6.284,10.68,16.529,2214,0,0
10.02,4.888,31.506,2382,6,0
4.885,7.115,31.326,2506,0,0
14.091,7.986,16.285,1878,0,0
15.481,5.417,12.017,2592,2,0
8.624,7.428,8.265,1547,0,0
4.506,11.276,20.134,975,1,0
11.826,5.11,4.143,1320,1,0
11.756,8.21,26.553,1527,0,0
2.386,8.71,60.002,2226,1,0
14.161,5.763,16.307,706,0,0
11.71,7.489,57.196,2401,1,0
3.858,9.266,20.554,2093,0,0
7.946,11.021,10.799,3034,1,0
14.673,8.266,5.218,2890,8,0
12.885,9.527,37.534,1965,0,1
13.326,6.998,6.945,449,1,0
5.956,9.553,39.022,1626,0,0
1.73,4.625,34.493,769,2,0
6.311,9.091,6.778,1593,4,0
14.01,7.728,5.791,890,1,0
13.414,5.518,32.099,2342,0,0
7.946,8.425,43.697,1228,4,0
13.613,4.045,20.89,2071,0,0
3.062,12.368,30.062,1123,1,1
17.301,7.976,38.564,2574,1,0
9.58,4.107,23.998,1218,0,0
17.366,3.493,36.384,1818,2,0
13.756,7.587,10.754,788,2,0
10.523,3.676,56.566,2292,3,0
13.309,6.822,20.179,3030,8,0
10.479,11.051,2.209,439,6,1
6.523,10.732,26.642,1147,1,0
4.077,11.193,45.711,230,1,0
13.424,8.28,11.144,1410,2,0
9.393,7.457,20.317,1378,7,0
10.641,6.484,17.073,2986,0,0
9.812,4.879,43.608,1584,5,0
18.672,8.466,19.903,2869,0,0
2.144,7.458,50.089,1354,2,0
6.512,5.899,41.074,710,1,0
11.401,7.62,25.905,3023,4,0
11.388,4.199,26.16,1143,2,0
17.307,5.512,9.45,948,6,0
7.705,7.639,34.475,2229,2,0
8.291,7.881,13.966,2562,0,0
13.478,6.742,9.005,639,1,0
12.609,8.866,45.781,1357,3,0
9.159,5.443,4.045,1541,4,0
17.741,6.235,33.016,1851,0,0
10.76,7.046,10.099,541,0,0
4.853,5.005,33.562,1015,3,0
6.463,8.895,2.548,1473,6,1
8.761,7.862,10.909,1938,5,0
6.678,7.782,11.56,3031,1,0
10.778,8.84,15.988,3205,4,0
12.405,7.107,19.507,1778,4,0
7.425,9.285,23.116,639,4,0
5.08,7.477,26.692,546,0,0
13.782,10.344,15.886,2933,2,0
2.657,5.645,13.005,2249,0,0
5.45,4.884,12.848,2539,2,0
15.913,7.948,24.021,2183,1,0
7.899,7.839,8.376,685,3,0
5.58,9.281,13.825,2581,0,0
14.202,8.794,20.832,2261,0,0
10.621,6.0,36.872,2104,0,0
13.326,10.143,26.195,842,0,0
15.762,7.451,45.782,1218,7,0
5.854,5.986,24.422,1063,2,0
9.779,5.904,17.801,1462,1,0
12.387,9.913,32.188,1511,7,0
8.665,5.866,12.863,1140,0,0
6.16,8.54,10.562,1627,4,0
19.825,9.177,21.277,151,0,0
8.755,8.7,2.393,2102,3,0
4.02,10.255,14.277,1277,0,0
10.548,5.594,44.126,810,0,0
15.774,8.346,2.271,2688,2,0
8.677,7.488,5.077,1410,4,0
2.566,5.422,19.747,1324,1,0
6.277,9.884,22.552,922,0,0
11.445,6.117,14.646,1031,8,0
1.341,4.949,31.261,1568,2,1
7.575,8.384,14.123,1867,1,0
7.002,8.726,35.257,198,0,0
13.786,8.798,29.997,1770,1,0
4.752,6.268,9.412,1167,0,0
6.961,4.692,11.744,2051,0,0
15.702,6.332,23.384,1655,3,0
11.681,5.83,6.373,554,5,0
7.378,8.605,2.833,2772,0,0
7.886,8.151,29.881,1175,4,0
6.44,6.596,17.147,2695,2,0
7.559,7.315,28.302,2554,1,0
7.142,7.192,36.658,1255,8,0
13.71,8.266,10.788,1376,0,0
13.847,4.641,1.453,1125,0,0
11.692,10.723,22.121,1975,3,1
9.753,7.249,36.629,1312,0,0
10.928,6.225,25.883,810,2,0
13.815,7.736,17.804,1194,0,0
8.219,5.468,44.009,921,1,0
8.63,7.675,24.894,1833,0,0
19.253,5.839,52.718,1502,1,0
12.032,10.225,2.75,1327,2,0
14.64,6.493,27.283,609,0,0
3.761,8.759,5.254,816,1,1
11.443,9.078,18.321,556,1,0
16.215,7.607,23.695,581,0,0
8.799,9.552,13.202,1145,1,0
4.543,8.757,12.809,829,6,0
2.123,6.463,19.684,1489,2,0
13.089,4.3,31.177,1223,3,0
11.553,5.54,39.322,829,2,0
6.411,3.577,32.762,407,1,0
6.596,6.367,39.599,441,2,0
10.487,4.993,50.006,1905,1,0
11.101,7.997,26.618,1306,1,0
13.307,8.679,8.699,2042,3,0
7.185,9.36,42.783,1317,0,0
9.585,6.0,17.059,1779,0,0
5.577,8.275,24.341,1129,2,0
15.486,8.168,25.245,1990,7,0
10.281,6.158,12.158,2047,4,0
9.087,6.738,6.169,507,5,0
8.476,5.208,30.149,2529,0,0
9.628,7.492,34.943,842,0,0
8.666,6.428,28.134,3019,4,0
10.421,8.211,14.105,702,6,0
8.697,9.925,38.85,869,6,0
18.154,8.126,16.29,933,4,0
7.075,8.11,42.713,1215,4,0
7.606,7.999,3.161,508,1,0
8.627,10.538,34.934,639,0,0
12.249,8.364,38.184,1223,2,0
7.89,7.394,56.33,1110,3,0
13.82,6.382,26.198,840,2,0
8.557,6.255,41.135,2076,3,0
11.716,4.477,29.979,2119,5,0
9.005,4.489,39.708,350,0,0
6.56,10.791,11.939,1832,1,0
13.403,5.624,28.474,2945,4,0
16.656,7.073,9.469,2088,4,0
13.699,9.162,13.921,1958,0,0
2.114,9.27,14.561,679,0,0
14.842,10.423,22.409,2757,7,0
5.926,9.342,11.593,1821,4,0
14.983,7.898,10.307,567,3,0
17.744,9.255,9.777,2798,3,0
3.854,7.531,53.962,1766,0,0
2.431,6.95,13.701,1311,9,0
6.894,5.567,29.768,2429,2,0
17.796,9.078,18.165,1474,4,0
13.614,10.9,7.298,1711,8,0
5.1,4.807,12.489,2225,2,0
17.354,7.112,13.243,1892,1,0
11.003,10.271,7.635,1418,1,0
14.346,7.51,39.222,1924,1,0
9.547,8.004,6.131,758,2,0
12.1,5.697,27.136,1528,3,0
7.097,5.21,20.129,2256,5,0
13.076,8.477,17.181,1005,0,0
17.184,8.051,6.956,751,0,0
17.39,5.209,0.548,1400,4,0
6.239,7.936,13.004,1312,6,0
16.117,8.715,9.733,873,3,0
8.291,8.775,5.119,1755,1,0
15.254,7.845,26.434,2381,2,0
10.272,2.637,42.645,1072,1,0
6.852,10.793,0.191,808,1,0
14.511,5.495,16.973,543,3,0
6.379,6.526,21.527,2476,2,0
4.086,10.296,32.075,1467,3,0
2.195,6.44,25.529,1344,0,0
15.724,6.915,58.786,1288,0,1
16.597,5.912,6.288,1456,2,0
10.604,7.796,25.423,1927,3,0
18.696,6.381,38.728,375,3,0
12.224,9.377,55.354,1592,0,1
13.535,8.306,12.111,1653,2,0
7.063,8.832,0.309,1189,1,0
4.611,7.526,1.228,1969,0,0
8.962,6.546,9.303,2301,4,0
8.894,5.196,27.669,2897,5,0
15.862,8.36,10.334,3124,0,0
6.23,6.035,2.796,976,3,0
16.892,10.21,18.118,639,6,0
4.222,11.774,22.161,737,5,0
6.686,6.968,5.795,991,1,0
11.319,9.839,17.505,2314,0,0
14.967,9.187,34.675,1084,6,0
3.912,7.407,36.339,2607,0,0
8.973,8.123,28.754,843,2,0
4.983,7.669,11.44,1282,5,0
5.177,8.48,37.191,850,0,0
16.309,6.944,11.429,2022,4,0
17.657,7.023,17.779,1172,4,0
10.72,7.015,11.109,1911,5,0
17.309,7.785,6.463,1792,1,0
9.872,7.768,8.702,1203,3,0
9.819,8.769,25.644,327,0,0
15.224,7.417,12.942,2978,0,0
13.467,5.277,22.339,1278,2,0
9.372,10.934,0.282,1091,3,0
9.448,10.719,5.152,2629,0,0
5.486,6.784,42.653,2455,0,0
14.45,7.199,7.209,871,2,0
13.479,5.687,27.73,1610,2,0
7.882,10.838,25.749,551,2,0
11.393,7.08,17.714,2091,0,0
13.973,11.871,21.81,973,1,0
5.407,5.132,31.305,1667,4,0
13.889,5.739,18.737,806,1,0
15.244,8.404,25.724,1935,0,0
7.641,8.881,6.35,791,1,0
10.114,8.076,15.338,1112,1,0
11.239,9.428,3.669,628,1,0
16.544,5.412,34.957,3405,2,0
12.628,6.648,20.821,1257,3,0
15.572,8.026,14.662,719,6,0
17.424,7.532,13.463,2364,2,0
9.409,8.716,19.774,1238,4,0
5.64,7.993,32.747,879,2,0
2.989,8.823,19.002,1716,4,0
15.273,6.614,4.676,886,5,0
14.206,10.402,12.618,1205,6,0
10.83,10.615,10.67,1040,0,0
14.303,8.691,5.372,1204,2,0
7.83,6.84,38.317,2790,2,0
11.386,4.509,33.477,2145,1,0
8.537,5.01,20.686,1381,0,0
17.775,9.336,3.512,733,10,0
15.724,5.862,13.85,943,2,0
13.809,7.718,17.277,1926,2,0
7.197,5.703,23.687,1472,0,0
16.035,5.227,12.414,1216,0,0
8.941,5.303,22.848,1238,2,0
6.522,8.166,4.912,805,0,0
6.365,5.591,6.452,2355,6,0
5.497,4.89,21.429,1986,0,0
15.067,4.338,1.624,1640,0,0
11.836,8.851,25.665,1263,3,0
14.853,8.073,4.518,1761,4,0
13.45,9.744,14.367,2460,0,0
12.917,8.614,19.695,503,0,0
17.292,5.229,32.507,975,1,0
9.338,6.023,17.942,2206,2,0
6.837,6.504,63.609,1215,2,0
11.132,10.194,6.02,1632,6,0
14.467,6.524,25.381,1179,1,0
15.221,8.279,6.959,2028,8,0
5.037,9.992,46.979,3133,8,0
4.032,8.857,19.537,1924,4,0
9.724,8.311,17.816,1876,0,0
5.705,5.926,24.155,1697,5,0
14.443,8.437,28.064,1845,2,0
3.621,8.239,17.878,2525,1,0
15.495,5.877,18.485,1533,0,0
13.721,1.719,11.189,270,2,0
14.521,6.175,10.289,2890,1,0
8.944,9.456,0.868,1163,2,0
14.883,8.264,28.996,1824,2,0
12.67,10.699,18.998,2029,2,0
14.953,6.634,18.064,1607,6,0
6.207,6.254,23.615,1552,2,0
12.076,6.746,27.546,3410,0,0
18.874,8.622,20.73,1031,4,0
9.562,5.823,16.158,2234,9,0
5.269,7.629,35.493,711,1,1
13.825,8.832,47.163,2383,6,0
12.625,5.714,42.714,2263,0,0
12.66,8.006,40.359,1344,2,0
11.69,7.171,38.78,1751,0,0
12.856,6.387,14.013,3137,1,0
11.51,9.972,16.071,3010,4,0
9.331,5.418,14.915,1134,0,0
5.648,7.543,39.324,1649,1,0
12.187,9.735,4.534,519,1,0
5.742,8.638,21.001,1967,7,0
12.235,5.578,5.534,850,0,0
16.73,8.376,27.648,503,2,0
11.684,7.562,39.925,1766,6,0
14.971,6.088,36.546,2614,3,0
4.071,7.568,4.619,2188,4,0
15.595,5.661,0.411,956,1,0
11.638,12.789,7.835,2190,0,0
5.34,7.07,15.008,1660,2,0
9.051,8.291,38.802,101,6,1
14.249,8.812,15.788,2106,0,0
9.36,10.43,22.365,809,0,0
9.838,11.505,4.148,3242,3,0
11.616,2.997,23.974,966,1,0
12.218,6.885,25.034,2301,1,0
10.895,7.065,26.595,2581,5,0
9.73,11.293,29.997,1470,0,1
17.734,6.995,46.433,917,6,0
9.133,6.738,15.92,1020,1,0
4.11,7.883,19.362,1183,0,0
16.147,9.739,22.13,678,2,0
11.615,7.218,25.166,1461,0,0
14.234,9.408,29.543,1739,0,0
13.359,11.075,14.771,2400,5,0
4.111,6.825,30.488,1318,0,0
15.194,6.121,4.401,2020,4,1
7.236,7.973,13.353,1943,2,0
12.04,6.12,45.316,714,0,0
8.652,11.067,4.79,1564,1,0
5.303,9.122,49.513,1764,1,0
11.068,9.451,59.955,2492,0,0
13.484,4.038,18.864,1102,1,0
9.565,5.012,35.641,709,2,0
8.78,7.375,53.755,590,4,0
9.853,7.702,65.538,1735,1,0
10.319,7.559,21.604,1582,0,0
2.283,9.182,37.453,2557,4,0
12.348,5.47,12.567,2038,0,0
8.38,9.606,31.977,828,0,0
8.132,6.321,3.756,411,3,0
9.798,7.934,6.972,1446,0,0
4.651,8.395,37.374,1306,0,0
6.084,5.185,1.258,1451,3,0
6.396,6.641,44.575,1981,2,0
7.462,6.361,29.749,1239,0,0
8.886,8.773,17.094,2785,6,0
15.541,8.145,15.038,1413,0,0
8.215,12.272,12.91,1281,2,0
15.103,9.45,17.079,1662,0,0
8.555,10.013,21.273,794,2,0
7.896,12.799,40.142,2225,2,1
5.169,9.712,4.259,2098,0,0
12.879,7.589,17.247,2356,2,0
11.064,7.625,25.204,1172,1,0
3.941,8.529,4.549,1132,2,1
10.224,10.02,10.329,1676,7,0
14.042,10.253,39.708,966,3,0
4.718,8.769,11.848,284,3,0
13.353,9.734,36.197,1977,1,0
5.143,8.751,47.612,1740,1,0
12.508,6.142,27.99,1476,0,0
12.861,10.548,20.982,1209,0,0
14.004,9.687,11.663,2840,1,0
7.905,8.972,20.328,1851,3,0
17.796,5.977,5.311,1653,1,0
17.54,6.932,37.187,2716,4,0
14.377,4.908,34.856,773,0,0
8.95,9.674,27.686,291,10,0
10.705,8.465,24.386,913,1,0
6.372,8.363,25.166,816,3,0
9.455,9.275,17.973,2793,0,0
13.421,11.841,21.359,1142,0,0
15.493,7.343,23.588,2305,1,0
5.792,6.811,34.806,1374,4,0
18.602,9.23,11.593,2787,0,0
11.736,4.16,0.018,1377,0,0
13.418,9.816,8.68,1526,3,0
5.033,6.02,17.226,1579,8,0
8.611,6.25,61.61,976,1,0
11.703,6.48,14.644,2407,5,0
17.176,7.331,18.409,1564,4,0
9.435,11.588,8.478,2268,0,0
10.382,8.932,7.519,1867,0,0
6.075,6.962,17.791,860,2,0
5.773,4.54,5.984,2702,0,0
12.743,5.715,20.238,3093,3,0
15.332,5.188,11.048,616,3,0
6.439,9.453,36.802,3291,7,0
10.443,7.452,20.694,2607,0,0
0.755,8.802,30.92,865,0,0
11.899,11.481,22.156,2026,7,0
13.996,7.025,2.395,2609,0,1
18.223,3.514,25.668,1391,2,0
12.021,4.144,21.161,1082,3,0
6.516,7.035,17.32,1752,1,0
9.437,6.322,8.036,1421,10,0
5.362,6.997,29.522,899,1,0
18.98,9.368,20.715,1340,3,0
10.735,6.782,29.33,1340,5,0
8.476,5.87,14.721,1392,1,0
13.18,9.969,33.028,949,1,0
10.663,5.07,40.728,958,0,0
11.38,4.92,24.389,3186,1,0
9.622,10.151,0.693,480,1,0
15.521,8.075,31.712,793,5,0
7.557,6.363,14.713,1911,0,0
10.21,9.128,30.444,1140,0,0
10.633,8.102,26.493,2613,1,0
13.614,7.372,9.113,1669,3,0
8.924,5.789,10.527,1123,1,0
6.747,10.964,41.046,666,1,0
8.716,7.04,8.191,1115,1,0
16.341,6.681,21.853,285,0,0
14.175,8.963,29.543,812,10,0
14.144,9.335,9.707,2471,0,0
13.405,7.642,28.646,1425,1,0
0.921,7.324,18.982,2695,10,1
16.31,2.534,7.293,2448,0,0
11.499,6.954,36.593,1625,1,0
12.717,7.768,35.734,2942,0,0
13.05,6.049,51.839,1776,5,0
12.618,9.116,5.412,1930,0,0
13.647,7.116,16.725,2946,1,0
13.464,7.178,1.684,1842,1,0
14.728,7.82,21.742,1572,2,0
8.3,9.674,8.532,592,1,0
15.05,7.118,18.822,748,6,0
4.74,10.395,26.386,2853,1,0
11.022,9.049,13.703,1764,0,0
7.431,10.162,12.915,864,6,0
10.212,7.811,40.695,1784,2,0
17.009,4.493,20.08,881,1,0
9.05,4.557,11.098,1068,1,0
8.478,3.013,9.728,635,2,0
12.685,7.735,30.304,2490,0,0
3.429,8.593,32.265,2218,0,1
5.277,9.379,24.936,1609,0,0
0.447,8.093,34.159,989,0,0
8.754,5.914,23.626,603,0,0
11.685,8.327,10.989,3514,3,0
16.427,7.529,17.648,2399,1,0
9.314,7.439,25.12,1732,0,0
15.119,7.121,13.368,1146,0,0
10.243,9.061,31.996,1429,1,0
12.865,5.833,33.162,1651,0,0
11.971,9.354,29.473,2731,0,0
10.615,4.463,40.923,1769,0,0
6.163,7.684,37.144,2332,0,0
16.364,11.602,7.793,1161,0,0
15.666,7.212,4.401,1138,4,0
12.248,6.921,38.001,1091,0,0
6.451,9.609,5.98,519,0,0
8.36,9.184,6.545,2236,3,0
12.741,10.516,8.879,1221,0,0
14.935,8.944,2.815,1292,0,0
7.604,3.781,31.197,2786,0,0
15.192,7.826,35.314,1220,4,0
6.277,7.18,13.866,561,4,0
4.984,7.763,15.895,1477,0,0
13.452,4.38,20.849,1803,4,0
4.611,8.448,39.276,1901,1,0
3.955,8.985,11.37,574,1,0
11.277,5.642,37.274,2613,7,0
11.318,3.567,5.586,1470,1,0
9.608,10.033,6.309,1386,4,0
4.685,7.291,27.975,1101,5,0
15.156,3.422,45.933,3050,2,0
7.325,6.812,41.431,1158,1,0
7.812,6.638,21.371,1846,4,0
9.857,2.872,35.845,1117,1,0
11.921,5.721,22.755,2602,1,0
13.239,6.753,28.675,2594,4,0
15.374,4.953,24.625,1249,1,0
7.315,4.37,43.792,1265,4,0
10.263,8.765,18.211,2203,0,0
11.973,7.879,17.386,1741,2,0
17.704,5.454,6.012,2208,4,0
10.25,10.431,54.131,2776,0,0
14.195,4.859,33.821,1114,5,0
9.608,8.037,12.86,3016,0,0
11.689,8.986,17.014,1242,6,0
13.897,9.93,14.476,1915,7,0
14.602,4.931,24.13,1486,0,0
5.576,12.147,4.669,1016,7,0
13.535,6.413,7.592,1385,0,0
12.106,8.287,24.885,1791,2,0
13.198,9.452,9.134,2187,1,0
11.858,12.233,20.584,1136,5,0
4.945,9.46,24.699,1934,2,0
1.658,7.119,1.066,1599,1,1
10.434,3.992,11.256,2621,1,0
11.321,7.263,5.487,1483,5,0
12.459,10.062,40.638,1010,3,0
5.684,12.417,11.329,3035,0,0
10.882,8.352,28.834,856,0,0
7.828,5.134,6.749,1383,0,0
5.016,8.511,16.956,298,2,0
11.474,8.892,0.432,2392,0,0
8.69,10.046,16.334,615,5,0
17.534,9.071,12.985,1500,4,1
8.352,7.466,11.838,1978,0,0
6.337,10.063,29.966,416,0,0
8.639,9.823,9.342,2459,1,0
12.056,8.481,8.716,3241,1,0
7.867,5.075,15.373,2662,1,0
9.733,7.909,41.244,1897,3,0
6.485,8.41,2.365,1229,0,0
11.437,8.072,22.671,1915,0,0
12.763,7.296,44.023,904,2,0
9.257,8.197,17.638,171,2,0
13.804,6.071,5.936,1165,1,0
6.775,11.22,33.163,1325,0,1
3.212,7.968,31.489,1204,1,0
1.229,8.402,47.564,2945,0,1
12.564,10.003,37.146,2110,0,0
10.762,12.123,31.43,749,6,0
11.366,3.768,7.133,779,2,0
10.659,6.871,21.786,2070,5,0
10.184,9.596,25.339,1960,0,0
13.283,9.103,35.252,2474,4,0
8.128,9.215,0.272,741,1,0
15.252,6.562,20.213,2376,1,1
13.341,8.077,28.952,1021,0,0
8.732,6.771,39.243,513,4,0
15.828,6.663,12.268,1394,0,0
9.345,6.161,74.687,2014,1,1
13.526,4.786,21.662,1008,9,0
12.003,3.5,39.241,982,1,0
11.176,4.552,20.932,1704,1,0
4.878,8.188,33.674,2851,10,0
5.004,7.024,38.418,1409,1,0
8.527,7.412,5.726,473,3,0
15.773,7.33,16.205,1479,0,0
3.693,5.763,57.347,1683,5,1
7.512,8.28,12.585,1005,2,0
13.825,8.258,10.849,1635,4,0
5.068,5.109,11.748,1696,2,0
9.159,7.363,35.67,2313,0,0
4.269,5.238,31.333,711,4,0
17.669,7.703,23.64,1398,2,0
6.875,10.65,34.616,718,3,0
15.093,7.04,42.698,2570,5,0
